solution_group,solution_priority_action_area,solution_name,state,annual_tons_diversion_potential,annual_mtco2e_reduction_potential,annual_gallons_water_savings_potential,annual_meal_equivalents_diverted,jobs_created,annual_us_dollars_cost,annual_us_dollars_gross_financial_benefit,annual_us_dollars_net_financial_benefit
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Delaware,19395.582846989917,15324.835300901248,0,0,19.899868001011633,4690191.897983176,4326177.653923985,-364014.2441
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Florida,501683.1655501272,378093.9735321665,0,0,514.7269278544305,121315782.92749937,111900246.42593488,-9415536.502
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Georgia,211341.41342852486,172673.91763747562,0,0,216.83629017766646,51106058.157185696,47139624.89995957,-3966433.257
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Hawaii,21523.037172427437,17460.04842797177,0,0,22.08263613891052,5204647.643871981,4800705.562420433,-403942.0815
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Idaho,63778.856462941534,28247.79254994248,0,0,65.43710673097799,15422845.41,14225850.58667747,-1196994.821
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Illinois,251499.4633194645,209411.7237986439,0,0,258.03844936577053,60816978.51070938,56096863.22756722,-4720115.283
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Indiana,144918.47943344747,116436.06326034752,0,0,148.6863598987171,35043828.456657164,32324013.78765068,-2719814.669
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Iowa,91013.26986365153,78454.84813,0,0,93.37961488010643,22008603.932709474,20300476.526065756,-1708127.407
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Kansas,61347.782389478954,53253.903708058104,0,0,62.94282473160538,14834969.08508855,13683600.404529426,-1151368.681
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Kentucky,94221.36307,79459.00070342238,0,0,96.67111851400584,22784377.10241655,21016040.542272363,-1768336.56
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Louisiana,137820.2553104599,85283.57279004817,0,0,141.40358194853184,33327353.446117755,30740757.49544914,-2586595.951
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Maine,32769.388298622034,23757.49937305924,0,0,33.621392394386184,7924212.472115232,7309200.064191835,-615012.4079
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Maryland,106046.41473147015,82578.43550150536,0,0,108.80362151448834,25643881.862560023,23653613.985683385,-1990267.877
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Massachusetts,138354.0296515489,106353.19617276792,0,0,141.9512344224891,33456429.43778435,30859815.66683147,-2596613.771
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Michigan,199131.28029168502,147591.79781531615,0,0,204.30869357926878,48153433.94560704,44416159.17352325,-3737274.772
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Minnesota,149390.47802408788,92037.67365478865,0,0,153.27463045271412,36125236.10102032,33321491.436238617,-2803744.665
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Mississippi,55107.95419768585,46254.45525692933,0,0,56.540761006825655,13326069.256667206,12291809.010549758,-1034260.246
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Missouri,135849.7678617674,102578.44874195053,0,0,139.38186182617332,32850855.04233973,30301240.99135016,-2549614.051
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Montana,15612.756123849942,12727.427789568881,0,0,16.018687783070014,3775438.0909791836,3482419.5380984307,-293018.5529
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Nebraska,47868.174770142876,37835.47254,0,0,49.112747314166555,11575363.692306343,10676978.859485967,-898384.8328
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Nevada,68002.96038179225,55444.82365820018,0,0,69.77103735,16444307.775522796,15168035.41946896,-1276272.356
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,New Hampshire,34877.58650593388,27348.370467323475,0,0,35.78440375508814,8434011.751120206,7779432.902589397,-654578.8485
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,New Jersey,159443.94200098937,121603.8684378032,0,0,163.58948449301505,38556339.907650545,35563912.89603769,-2992427.012
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,New Mexico,47492.81462240491,32847.43363830368,0,0,48.727627802587406,11484595.02927441,10593254.915940253,-891340.1133
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,New York,280102.5805458469,200128.74793993952,0,0,287.38524764003887,67733713.61119963,62476778.054233424,-5256935.557
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,North Carolina,214543.2137826123,174269.2032198702,0,0,220.1213373409602,51880309.60392844,47853785.29686297,-4026524.307
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,North Dakota,33532.07214053885,18245.670396972575,0,0,34.403906016192835,8108642.793405426,7479316.415937432,-629326.3775
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Ohio,239973.33919850088,186423.87339112692,0,0,246.21264601766185,58029759.668472745,53525965.46172845,-4503794.207
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Oklahoma,73379.91929803304,60191.76537301715,0,0,75.28779719978186,17744550.688751608,16367364.137405287,-1377186.551
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Oregon,82445.6725,58079.09789123102,0,0,84.58925998975424,19936808.71853867,18389477.07145783,-1547331.647
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Pennsylvania,238222.08039821818,180478.68825979513,0,0,244.41585448857182,57606274.59451776,53135347.827404745,-4470926.767
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Rhode Island,16886.313856746267,13293.605389624352,0,0,17.325358017021646,4083406.673700645,3766486.1242125593,-316920.5495
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,South Carolina,102444.57461345482,84165.87247951409,0,0,105.10813355340461,24772893.789006565,22850224.865877524,-1922668.923
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,South Dakota,21642.570898448997,14146.319146957496,0,0,22.205277741808647,5233552.994009942,4827367.516252102,-406185.4778
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Tennessee,153614.9118283336,121067.54051105132,0,0,157.60889953587025,37146778.24072016,34263749.849846706,-2883028.391
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Texas,476238.5602125539,384634.216,0,0,488.62076277808023,115162831.36408776,106224836.51983824,-8937994.844
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Utah,61659.89364137435,44007.725194807645,0,0,63.263050876050045,14910443.056479737,13753216.705010833,-1157226.351
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Vermont,13895.757225489499,9001.846176124152,0,0,14.257046913352209,3360237.661816212,3099443.5623570345,-260794.0995
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Virginia,178465.34742904708,142238.87165539412,0,0,183.10544646220225,43156049.14715788,39806630.41364312,-3349418.734
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Washington,186687.3665395565,104271.09343665288,0,0,191.54123806958495,45144277.483547315,41640548.766426325,-3503728.717
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,West Virginia,31796.781962303754,26046.059269538324,0,0,32.62349829332362,7689019.212159393,7092260.5769158425,-596758.6352
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Wisconsin,263398.0528489847,100331.21729479409,0,0,270.2464022230583,63694266.017304935,58750839.266436964,-4943426.751
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Wyoming,11219.354067178421,9098.449539489295,0,0,11.511057272925042,2713036.466,2502472.8176405956,-210563.6485
Recycling,Recycle Anything Remaining,Centralized Composting,Alabama,266978.26321062795,165233.47057793275,0,0,274.98761110694676,54313979.68186729,49804955.96985621,-4509023.712
Recycling,Recycle Anything Remaining,Centralized Composting,Alaska,35655.58157092663,21262.453217982544,0,0,36.72524902,7253761.072902874,6651570.239703787,-602190.8332
Recycling,Recycle Anything Remaining,Centralized Composting,Arizona,460310.25900612836,253615.9918450006,0,0,474.1195667763122,93645384.28841898,85871156.35,-7774227.938
Recycling,Recycle Anything Remaining,Centralized Composting,Arkansas,216077.2552515117,144143.58367938045,0,0,222.5595729,43958693.53,40309342.24558441,-3649351.284
Recycling,Recycle Anything Remaining,Centralized Composting,California,2015562.6716105451,1039551.2992737398,0,0,2076.0295517588615,410045479.64647686,376004431.62240475,-34041048.02
Recycling,Recycle Anything Remaining,Centralized Composting,Colorado,391149.0239213428,224133.4161620404,0,0,402.88349463898305,79575242.87692764,72969086.24611653,-6606156.631
Recycling,Recycle Anything Remaining,Centralized Composting,Connecticut,187693.01476477485,99329.72021786246,0,0,193.32380520771807,38184211.96,35014245.06921076,-3169966.888
Recycling,Recycle Anything Remaining,Centralized Composting,Delaware,56662.19028137768,33222.72433561163,0,0,58.362055989818984,11527339.39708367,10570365.760051467,-956973.637
Recycling,Recycle Anything Remaining,Centralized Composting,Florida,1483367.132799593,810588.0135355897,0,0,1527.8681467835809,301775775.0864699,276723032.9831383,-25052742.1
Recycling,Recycle Anything Remaining,Centralized Composting,Georgia,623477.9689963995,374879.53553873627,0,0,642.1823080662915,126840175.42449228,116310191.02683605,-10529984.4
Recycling,Recycle Anything Remaining,Centralized Composting,Hawaii,63884.617385519996,37700.46622467819,0,0,65.80115590708556,12996667.852032345,11917713.890912272,-1078953.961
Recycling,Recycle Anything Remaining,Centralized Composting,Idaho,191363.08422482235,54042.017178934846,0,0,197.1039768,38930849.81321694,35698898.739759855,-3231951.073
Recycling,Recycle Anything Remaining,Centralized Composting,Illinois,745125.0039691989,439486.96502823575,0,0,767.4787540882749,151588012.59451476,139003518.7450705,-12584493.85
Recycling,Recycle Anything Remaining,Centralized Composting,Indiana,431472.57815007906,247026.375,0,0,444.4167554945814,87778654.94029996,80491469.6,-7287185.341
Recycling,Recycle Anything Remaining,Centralized Composting,Iowa,269184.02228708164,160991.0333659649,0,0,277.25954295569403,54762718.66241523,50216441.655476294,-4546277.007
Recycling,Recycle Anything Remaining,Centralized Composting,Kansas,184133.45003207252,114794.11451298036,0,0,189.65745353303467,37460055.15027258,34350206.12217399,-3109849.028
Recycling,Recycle Anything Remaining,Centralized Composting,Kentucky,281928.7450028619,172201.4400658182,0,0,290.3866073529477,57355501.319368124,52593977.36221916,-4761523.957
Recycling,Recycle Anything Remaining,Centralized Composting,Louisiana,399486.7598420155,178335.6506210491,0,0,411.47136263727594,81271469.43088838,74524495.90914883,-6746973.522
Recycling,Recycle Anything Remaining,Centralized Composting,Maine,99624.17987,50303.020145339906,0,0,102.61290526438378,20267513.977055386,18584950.820362817,-1682563.157
Recycling,Recycle Anything Remaining,Centralized Composting,Maryland,312608.18714956474,175441.9587094301,0,0,321.98643276405164,63596918.04509019,58317245.79209431,-5279672.253
Recycling,Recycle Anything Remaining,Centralized Composting,Massachusetts,415585.8815668355,223906.57477306272,0,0,428.05345801384055,84546670.03989054,77527796.77347964,-7018873.266
Recycling,Recycle Anything Remaining,Centralized Composting,Michigan,596721.1971592432,313214.87177223334,0,0,614.6228330740205,121396785.59777392,111318699.10828345,-10078086.49
Recycling,Recycle Anything Remaining,Centralized Composting,Minnesota,441781.50705516693,182907.05882454797,0,0,455.0349522668219,89875900.42,82414606.5,-7461293.915
Recycling,Recycle Anything Remaining,Centralized Composting,Mississippi,161793.90434834734,100661.97015463708,0,0,166.64772147879773,32915304.51860507,30182750.40580077,-2732554.113
Recycling,Recycle Anything Remaining,Centralized Composting,Missouri,403678.7151688393,217510.2016902027,0,0,415.78907662390446,82124279.59494574,75306507.70280318,-6817771.892
Recycling,Recycle Anything Remaining,Centralized Composting,Montana,47406.932777954964,27844.979784251904,0,0,48.82914076129358,9644452.521028286,8843791.892560296,-800660.6285
Recycling,Recycle Anything Remaining,Centralized Composting,Nebraska,142922.5252674405,80458.71516130325,0,0,147.21020102546368,29076116.684947807,26662283.260228243,-2413833.425
Recycling,Recycle Anything Remaining,Centralized Composting,Nevada,204495.18514378957,122452.73844183239,0,0,210.63004069810322,41602440.57838086,38148700.08386732,-3453740.495
Recycling,Recycle Anything Remaining,Centralized Composting,New Hampshire,105546.93749682371,59214.66620298475,0,0,108.7133456217284,21472438.054490987,19689844.826937232,-1782593.228
Recycling,Recycle Anything Remaining,Centralized Composting,New Jersey,470691.1738951373,255298.71273894937,0,0,484.81190911199144,95757274.57334453,87807722.28169185,-7949552.292
Recycling,Recycle Anything Remaining,Centralized Composting,New Mexico,140744.69802535613,70219.35322510071,0,0,144.96703896611677,28633060.148603994,26256008.275150552,-2377051.873
Recycling,Recycle Anything Remaining,Centralized Composting,New York,830856.5924231866,418061.7358628279,0,0,855.7822901958822,169029221.8427392,154996798.26089406,-14032423.58
Recycling,Recycle Anything Remaining,Centralized Composting,North Carolina,636180.7996211126,379390.2574,0,0,655.2662236,129424435.56670676,118679911.73873255,-10744523.83
Recycling,Recycle Anything Remaining,Centralized Composting,North Dakota,99014.01583529329,37099.12421,0,0,101.98443631035205,20143382.384862717,18471124.35211586,-1672258.033
Recycling,Recycle Anything Remaining,Centralized Composting,Ohio,713714.4301635564,402080.9790056887,0,0,735.1258631,145197854.7,133143857.26340245,-12053997.39
Recycling,Recycle Anything Remaining,Centralized Composting,Oklahoma,218452.53662888857,131236.1260825903,0,0,225.0061127277552,44441920.07704055,40752452.41865099,-3689467.658
Recycling,Recycle Anything Remaining,Centralized Composting,Oregon,248368.35008668387,120694.79118233398,0,0,255.81940058928436,50527984.40592312,46333265.45619949,-4194718.95
Recycling,Recycle Anything Remaining,Centralized Composting,Pennsylvania,698094.7020394527,374065.1636404891,0,0,719.0375431006363,142020181.74294817,130229987.56432375,-11790194.18
Recycling,Recycle Anything Remaining,Centralized Composting,Rhode Island,50368.5785,28924.23970415119,0,0,51.879635856573195,10246968.859701505,9396288.687943472,-850680.1718
Recycling,Recycle Anything Remaining,Centralized Composting,South Carolina,303180.2134332712,182848.1170136978,0,0,312.2756198362693,61678893.83326904,56558451.61095714,-5120442.222
Recycling,Recycle Anything Remaining,Centralized Composting,South Dakota,64635.51076902333,29556.383338938434,0,0,66.57457609209399,13149429.38206999,12057793.504337337,-1091635.878
Recycling,Recycle Anything Remaining,Centralized Composting,Tennessee,454925.8361433899,261463.2883172154,0,0,468.57361122769163,92549978.87807426,84866689.02,-7683289.859
Recycling,Recycle Anything Remaining,Centralized Composting,Texas,1411555.499320452,830630.8918179488,0,0,1453.9021643000656,287166437.4018112,263326529.46056354,-23839907.94
Recycling,Recycle Anything Remaining,Centralized Composting,Utah,185184.02544494314,91969.2207,0,0,190.7395462082914,37673783.90460157,34546191.598863356,-3127592.306
Recycling,Recycle Anything Remaining,Centralized Composting,Vermont,41491.06370240485,18623.933160319222,0,0,42.73579561347697,8440929.848785412,7740182.949690078,-700746.8991
Recycling,Recycle Anything Remaining,Centralized Composting,Virginia,533955.2679441627,307999.66729344457,0,0,549.9739259824876,108627703.33952329,99609677.17005192,-9018026.169
Recycling,Recycle Anything Remaining,Centralized Composting,Washington,566816.3260668427,215840.6409801595,0,0,583.8208158488479,115312947.38050275,105739927.37559678,-9573020.005
Recycling,Recycle Anything Remaining,Centralized Composting,West Virginia,95954.38311,57770.38193335978,0,0,98.83301460664951,19520931.599916898,17900348.02308949,-1620583.577
Recycling,Recycle Anything Remaining,Centralized Composting,Wisconsin,765940.6874150079,169466.2448628687,0,0,788.9189080374579,155822749.1,142886697.04218552,-12936052.1
Recycling,Recycle Anything Remaining,Centralized Composting,Wyoming,34125.67734,20232.23279161176,0,0,35.149447663697444,6942517.804892824,6366165.683640113,-576352.1213
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,Alabama,86575.28562760228,78632.46080494304,0,0,88.82624305,19075029.77604099,18608382.648024444,-466647.128
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,Alaska,11273.232823001059,10076.36858478265,0,0,11.566336876399065,2483817.9881491354,2423054.437879795,-60763.55027
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,Arizona,142309.03328457812,116935.9298,0,0,146.0090681499771,31354780.150300458,30587724.04194744,-767056.1084
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,Arkansas,71548.45577580441,73593.83438595136,0,0,73.40871562597529,15764186.216188397,15378534.801240558,-385651.4149
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,California,659480.7286297804,509489.75936313625,0,0,676.6272275741546,145302605.05808353,141747955.64784548,-3554649.41
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,Colorado,122723.15090007428,105740.69641122266,0,0,125.91395282347618,27039445.964959525,26377959.19661091,-661486.7683
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,Connecticut,57846.01466622855,43892.221905695944,0,0,59.35001104755046,12745143.65369669,12433349.399533786,-311794.2542
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,Delaware,18119.894448538424,15677.314582761932,0,0,18.591011704200398,3992334.805932107,3894667.2482327353,-97667.5577
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,Florida,479040.68067030504,379105.3365751532,0,0,491.49573836773294,105546463.7682661,102964399.42718561,-2582064.341
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,Georgia,202531.8718242184,179618.60412379398,0,0,207.79770049164804,44623606.58285337,43531944.96564405,-1091661.617
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,Hawaii,20467.66405101823,17901.386358396052,0,0,20.999823316344674,4509616.091808778,4399293.884,-110322.2077
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,Idaho,69356.98814959233,30441.165163996055,0,0,71.16026984,15281342.758957021,14907503.514959585,-373839.244
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,Illinois,248652.57125084937,222568.98131579097,0,0,255.1175381033714,54785325.46691254,53445069.90313367,-1340255.564
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,Indiana,140667.66898176676,120685.82022414453,0,0,144.32502837529267,30993140.3,30234931.269851934,-758209.0346
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,Iowa,94061.06694,85552.22422716918,0,0,96.50665468296434,20724363.075292904,20217367.037928667,-506996.0374
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,Kansas,60144.980564493315,56391.69099943721,0,0,61.70875005917011,13251672.077433383,12927486.228763383,-324185.8487
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,Kentucky,91088.66753429004,83153.22760587664,0,0,93.45697289018155,20069457.846784372,19578483.259850077,-490974.5869
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,Louisiana,141650.72997690825,89528.96029370971,0,0,145.33364895630785,31209736.965002947,30446229.15967499,-763507.8053
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,Maine,31308.78206570688,22814.271144061044,0,0,32.12281039941523,6898226.737868597,6729470.110307439,-168756.6276
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,Maryland,98805.43877,81371.45308833082,0,0,101.3743801771294,21769684.88054396,21237116.33168167,-532568.5489
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,Massachusetts,128370.86068625172,100813.36654015354,0,0,131.70850306409423,28283799.15,27591870.811505716,-691928.3376
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,Michigan,195023.66106912497,152895.2078889145,0,0,200.09427625692217,42969331.43169479,41918139.620158166,-1051191.812
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,Minnesota,156635.90007072588,96311.37202,0,0,160.7084334725647,34511401.67989794,33667122.710646845,-844278.9693
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,Mississippi,52691.335833558805,48045.63236208421,0,0,54.06131057,11609419.393518738,11325409.235656247,-284010.1579
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,Missouri,136377.48722552665,108383.32666243195,0,0,139.92330189339032,30047889.657544266,29312805.016719062,-735084.6408
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,Montana,15238.685124759297,13348.802582931043,0,0,15.63489093800301,3357521.380325903,3275383.751825256,-82137.6285
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,Nebraska,48486.98198276069,40492.70316967916,0,0,49.747643514312436,10683079.107008409,10421730.724217378,-261348.3828
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,Nevada,65344.10062045602,57779.45082923443,0,0,67.04304723658784,14397188.019515144,14044978.533097483,-352209.4864
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,New Hampshire,31845.19494037965,26469.677134769554,0,0,32.673170008829494,7016413.948946913,6844766.016718579,-171647.9322
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,New Jersey,149862.09669479373,120567.04647002216,0,0,153.75851120885832,33018937.633648727,32211169.96052808,-807767.6731
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,New Mexico,45875.69459545249,33531.859316167254,0,0,47.06846265493422,10107737.260826577,9860463.908234749,-247273.3526
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,New York,272770.3416564144,202512.39283693428,0,0,279.86237053948116,60099165.15317976,58628913.04116737,-1470252.112
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,North Carolina,202625.7976286193,179531.21481343923,0,0,207.89406836696335,44644301.143693656,43552133.25952197,-1092167.884
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,North Dakota,36439.687951278516,19901.61261123188,0,0,37.38711983801173,8028713.132869747,7832300.546933537,-196412.5859
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,Ohio,235403.9293644063,195154.96626957884,0,0,241.52443152788084,51866267.95,50597423.53382183,-1268844.414
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,Oklahoma,71167.52840014096,62693.55181271218,0,0,73.01788413854459,15680256.940291526,15296658.751787558,-383598.1885
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,Oregon,82386.28202527843,60707.74230658505,0,0,84.52832535793564,18152071.59153118,17708003.49962297,-444068.0919
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,Pennsylvania,229487.7178619135,181967.70740084804,0,0,235.4543985263232,50562756.1,49325800.5,-1236955.601
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,Rhode Island,15723.81809146805,13570.211436159549,0,0,16.132637361846196,3464410.1502355253,3379657.6195260123,-84752.53071
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,South Carolina,96509.52755263896,86599.09503658838,0,0,99.01877526900753,21263829.49121113,20743636.071897544,-520193.4193
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,South Dakota,22041.290600938148,14839.369070904013,0,0,22.614364156562512,4856331.359,4737527.189027201,-118804.1701
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,Tennessee,149640.54263261214,126318.80116644374,0,0,153.53119674106003,32970122.89047485,32163549.40997012,-806573.4805
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,Texas,464881.19058492116,403584.8032203375,0,0,476.9681015401291,102426720.14819837,99920976.5,-2505743.653
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,Utah,61722.52225016231,46119.007222152744,0,0,63.32730782866649,13599249.961917866,13266561.048064688,-332688.9139
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,Vermont,13932.780438502043,9330.637843237962,0,0,14.295032729903076,3069792.9530449584,2994694.246413152,-75098.70663
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,Virginia,169116.77240400272,144516.23242572104,0,0,173.51380848650675,37261297.44590531,36349745.66100892,-911551.7849
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,Washington,191817.51054108576,108746.98008670809,0,0,196.80476581515396,42262924.096789986,41229013.67133314,-1033910.425
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,West Virginia,30290.435121817132,26896.823350658335,0,0,31.077986434984346,6673855.566162706,6510587.903185907,-163267.663
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,Wisconsin,290738.57976028445,107669.19994125713,0,0,298.2977828340518,64058085.7,62490983.47,-1567102.231
Recycling,Recycle Anything Remaining,Co-Digestion At Wastewater Treatment Plants,Wyoming,10493.800078965944,9298.796043701574,0,0,10.766638881019038,2312086.498115784,2255524.147401829,-56562.35071
Recycling,Recycle Anything Remaining,Community Composting,Alabama,36148.507170803445,21776.989850214388,0,0,37.23296238592753,9635406.381,7652435.807707184,-1982970.574
Recycling,Recycle Anything Remaining,Community Composting,Alaska,4932.8751552843205,2850.2486768467234,0,0,5.080861409942841,1314860.8467956055,1044261.9468318106,-270598.9
Recycling,Recycle Anything Remaining,Community Composting,Arizona,64137.87150440448,35751.15888934919,0,0,66.06200765,17095988.31983581,13577626.932457313,-3518361.387
Recycling,Recycle Anything Remaining,Community Composting,Arkansas,25884.429836523457,15426.356520902602,0,0,26.660962731619144,6899510.379299473,5479588.321785012,-1419922.058
Recycling,Recycle Anything Remaining,Community Composting,California,224458.45128738275,123829.38993194756,0,0,231.1922048260042,59829535.52230079,47516592.64539111,-12312942.88
Recycling,Recycle Anything Remaining,Community Composting,Colorado,51961.32059546373,29285.327828092133,0,0,53.52016021332763,13850321.333508683,10999919.539184712,-2850401.794
Recycling,Recycle Anything Remaining,Community Composting,Connecticut,26684.27682469252,14893.39879117992,0,0,27.48480512943328,7112710.076243815,5648911.433913287,-1463798.642
Recycling,Recycle Anything Remaining,Community Composting,Delaware,7630.831753248586,4427.726297076263,0,0,7.859756705846034,2034002.8046489093,1615404.1956762383,-418598.609
Recycling,Recycle Anything Remaining,Community Composting,Florida,191907.35358282833,108790.05777547818,0,0,197.66457419031317,51153020.80327584,40625708.20367625,-10527312.6
Recycling,Recycle Anything Remaining,Community Composting,Georgia,79736.06538382008,47129.08072634005,0,0,82.12814734533465,21253696.302937668,16879676.91240247,-4374019.391
Recycling,Recycle Anything Remaining,Community Composting,Hawaii,7562.203057601764,4238.818211370811,0,0,7.789069149329804,2015709.7844462811,1600875.8865119764,-414833.8979
Recycling,Recycle Anything Remaining,Community Composting,Idaho,10004.54737734333,5656.093742,0,0,10.304683798663618,2666718.135424249,2117906.452638262,-548811.6828
Recycling,Recycle Anything Remaining,Community Composting,Illinois,83616.71630758746,47872.29257555965,0,0,86.12521779681506,22288086.146409966,17701188.903089456,-4586897.243
Recycling,Recycle Anything Remaining,Community Composting,Indiana,54394.90557,31354.551100042194,0,0,56.02675274083754,14498994.87670818,11515095.801928122,-2983899.075
Recycling,Recycle Anything Remaining,Community Composting,Iowa,25457.88381369062,14847.516087134261,0,0,26.221620328101324,6785814.279738049,5389290.926007699,-1396523.354
Recycling,Recycle Anything Remaining,Community Composting,Kansas,22543.07020504824,13187.599800970034,0,0,23.21936231119967,6008868.954939945,4772241.266773558,-1236627.688
Recycling,Recycle Anything Remaining,Community Composting,Kentucky,36954.568964959406,22055.910437585906,0,0,38.06320603390817,9850262.638449544,7823074.559,-2027188.079
